VAR,Variable,UNIT,Measure,Country,Year,Value,Percentage of graduates contributed by country
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,Denmark,2021,13729,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Denmark,2019,628,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Denmark,2020,632,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Denmark,2021,633,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Denmark,2019,319,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Denmark,2020,338,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Denmark,2021,354,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Denmark,2019,236,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Denmark,2020,237,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Denmark,2021,255,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Denmark,2022,256,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Denmark,2019,234,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Denmark,2020,235,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Denmark,2021,253,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Denmark,2022,254,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Denmark,2019,2,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Denmark,2020,2,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Denmark,2021,2,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Denmark,2022,2,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Denmark,2021,54,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Denmark,2019,48,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Denmark,2020,49,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Denmark,2021,51,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Denmark,2022,52,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Denmark,2019,48,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Denmark,2020,49,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Denmark,2021,51,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Denmark,2022,52,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Denmark,2019,0,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Denmark,2020,0,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Denmark,2021,0,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Denmark,2022,0,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Denmark,2019,85,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Denmark,2020,80,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Denmark,2021,80,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Denmark,2022,79,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Denmark,2019,85,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Denmark,2020,80,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Denmark,2021,80,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Denmark,2022,79,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Denmark,2019,0,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Denmark,2020,0,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Denmark,2021,0,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Denmark,2022,0,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Denmark,2019,88,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Denmark,2020,94,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Denmark,2021,93,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Denmark,2022,96,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Denmark,2019,82,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Denmark,2020,87,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Denmark,2021,87,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Denmark,2022,87,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Denmark,2019,6,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Denmark,2020,7,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Denmark,2021,6,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Denmark,2022,9,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Denmark,2019,69,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Denmark,2020,73,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Denmark,2021,71,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Denmark,2022,69,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Denmark,2019,69,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Denmark,2020,73,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Denmark,2021,71,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Denmark,2022,69,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Denmark,2019,0,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Denmark,2020,0,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Denmark,2021,0,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Denmark,2022,0,
HOSPTHOS,Hospitals,NOMBRENB,Number,Finland,2019,239,
HOSPTHOS,Hospitals,NOMBRENB,Number,Finland,2020,231,
HOSPTHOS,Hospitals,NOMBRENB,Number,Finland,2021,217,
HOSPGHOS,General hospitals,NOMBRENB,Number,Finland,2019,120,
HOSPGHOS,General hospitals,NOMBRENB,Number,Finland,2020,123,
HOSPGHOS,General hospitals,NOMBRENB,Number,Finland,2021,116,
HOPITBED,Total hospital beds,NOMBRENB,Number,Finland,2019,18475,
HOPITBED,Total hospital beds,NOMBRENB,Number,Finland,2020,15189,
HOPITBED,Total hospital beds,NOMBRENB,Number,Finland,2021,15286,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,Finland,2019,17730,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,Finland,2020,14522,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,Finland,2021,14723,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Finland,2019,745,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Finland,2020,667,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Finland,2021,563,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Finland,2019,90,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Finland,2020,94,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Finland,2021,94,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Finland,2019,90,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Finland,2020,94,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Finland,2021,94,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Finland,2019,0,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Finland,2020,0,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Finland,2021,0,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Finland,2019,159,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Finland,2020,169,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Finland,2021,173,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Finland,2022,184,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Finland,2019,159,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Finland,2020,169,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Finland,2021,173,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Finland,2019,0,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Finland,2020,0,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Finland,2021,0,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Finland,2019,18,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Finland,2020,16,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Finland,2021,20,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Finland,2019,18,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Finland,2020,16,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Finland,2021,20,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Finland,2019,0,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Finland,2020,0,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Finland,2021,0,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Finland,2021,39,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Finland,2021,39,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Finland,2021,0,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Finland,2019,158,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Finland,2020,171,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Finland,2021,171,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Finland,2019,158,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Finland,2020,171,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Finland,2021,171,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Finland,2019,0,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Finland,2020,0,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Finland,2021,0,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Finland,2019,53,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Finland,2020,57,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Finland,2021,57,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Finland,2019,53,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Finland,2020,57,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Finland,2021,57,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Finland,2019,0,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Finland,2020,0,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Finland,2021,0,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,Finland,2019,166,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,Finland,2020,157,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,Finland,2021,148,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,Finland,2019,73,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,Finland,2020,74,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,Finland,2021,69,
HOSPTHOS,Hospitals,NOMBRENB,Number,France,2019,3006,
HOSPTHOS,Hospitals,NOMBRENB,Number,France,2020,2989,
HOSPTHOS,Hospitals,NOMBRENB,Number,France,2021,2987,
HOSPGHOS,General hospitals,NOMBRENB,Number,France,2019,1886,
HOSPGHOS,General hospitals,NOMBRENB,Number,France,2020,1868,
HOSPGHOS,General hospitals,NOMBRENB,Number,France,2021,1864,
HOPITBED,Total hospital beds,NOMBRENB,Number,France,2019,391781,
HOPITBED,Total hospital beds,NOMBRENB,Number,France,2020,386722,
HOPITBED,Total hospital beds,NOMBRENB,Number,France,2021,382712,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,France,2019,241020,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,France,2020,237952,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,France,2021,235308,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,France,2019,56252,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,France,2020,55480,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,France,2021,54725,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,France,2019,94509,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,France,2020,93290,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,France,2021,92679,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,France,2019,1222,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,France,2020,1279,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,France,2021,1323,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,France,2019,724,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,France,2020,751,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,France,2021,757,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,France,2019,498,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,France,2020,528,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,France,2021,566,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,France,2019,1034,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,France,2020,1099,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,France,2021,1152,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,France,2019,446,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,France,2020,467,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,France,2021,484,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,France,2019,588,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,France,2020,632,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,France,2021,668,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,France,2019,167,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,France,2020,183,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,France,2021,203,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,France,2019,110,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,France,2020,121,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,France,2021,133,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,France,2019,57,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,France,2020,62,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,France,2021,70,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,France,2019,462,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,France,2020,465,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,France,2021,471,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,France,2019,299,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,France,2020,296,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,France,2021,300,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,France,2019,163,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,France,2020,169,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,France,2021,171,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,France,2019,473,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,France,2020,472,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,France,2021,483,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,France,2019,752,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,France,2020,762,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,France,2021,775,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,France,2019,1356,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,France,2020,1347,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,France,2021,1344,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,France,2019,668,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,France,2020,670,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,France,2021,661,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,France,2019,982,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,France,2020,972,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,France,2021,982,
HOSPTHOS,Hospitals,NOMBRENB,Number,Germany,2019,3026,
HOSPTHOS,Hospitals,NOMBRENB,Number,Germany,2020,3006,
HOSPTHOS,Hospitals,NOMBRENB,Number,Germany,2021,2979,
HOSPGHOS,General hospitals,NOMBRENB,Number,Germany,2019,1576,
HOSPGHOS,General hospitals,NOMBRENB,Number,Germany,2020,1558,
HOSPGHOS,General hospitals,NOMBRENB,Number,Germany,2021,1534,
HOPITBED,Total hospital beds,NOMBRENB,Number,Germany,2019,657662,
HOPITBED,Total hospital beds,NOMBRENB,Number,Germany,2020,650167,
HOPITBED,Total hospital beds,NOMBRENB,Number,Germany,2021,645620,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,Germany,2019,264446,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,Germany,2020,261027,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,Germany,2021,259792,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Germany,2019,189580,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Germany,2020,184177,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Germany,2021,181582,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Germany,2019,203636,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Germany,2020,204963,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Germany,2021,204246,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Germany,2019,2930,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Germany,2020,2986,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Germany,2021,3036,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Germany,2019,1560,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Germany,2020,1586,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Germany,2021,1626,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Germany,2019,1370,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Germany,2020,1400,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Germany,2021,1410,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Germany,2019,2884,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Germany,2020,2912,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Germany,2021,2933,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Germany,2019,1044,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Germany,2020,1072,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Germany,2021,1093,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Germany,2019,1840,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Germany,2020,1840,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Germany,2021,1840,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Germany,2019,102,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Germany,2020,163,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Germany,2021,173,
